date,hour,temp,humidity,wind_speed,weather,dayofweek
20170213,11,13,26,10.8,1,1
20170213,12,14,29,7.2,1,1
20170213,13,15,27,10.8,1,1
20170213,14,16,25,7.2,1,1
20170213,15,15,25,7.2,1,1
20170213,16,15,29,7.2,1,1
20170213,17,14,33,10.8,1,1
20170213,18,11,41,14.4,1,1
20170213,19,9,46,7.2,1,1
20170213,20,9,43,7.2,1,1
20170213,21,8,46,7.2,1,1
20170213,22,8,43,7.2,1,1
20170213,23,7,46,7.2,1,1
20170214,8,9,71,1.0,1,2
20170214,9,12,54,3.6,1,2
20170214,10,13,38,3.6,1,2
20170214,11,14,25,10.8,1,2
20170214,12,15,19,14.4,1,2
20170214,13,16,19,14.4,1,2
20170214,14,16,19,10.8,1,2
20170214,15,16,16,14.4,1,2
20170214,16,15,20,14.4,1,2
20170214,17,14,23,18.0,1,2
20170214,18,12,30,18.0,1,2
20170214,19,11,35,14.4,1,2
20170214,20,9,40,14.4,1,2
20170214,21,9,40,10.8,1,2
20170214,22,8,43,10.8,1,2
20170214,23,8,43,7.2,1,2
20170215,8,9,62,14.4,1,3
20170215,9,11,58,21.6,1,3
20170215,10,12,51,25.2,1,3
20170215,11,14,44,25.2,1,3
20170215,12,15,39,25.2,1,3
20170215,13,15,42,21.6,1,3
20170215,14,16,42,21.6,1,3
20170215,15,16,39,21.6,1,3
20170215,16,15,42,21.6,1,3
20170215,17,14,48,18.0,1,3
20170215,18,13,51,14.4,1,3
20170215,19,12,58,14.4,1,3
20170215,20,11,67,14.4,1,3
20170215,21,11,67,21.6,1,3
20170215,22,10,71,18.0,1,3
20170215,23,10,71,18.0,1,3
20170216,8,12,77,10.8,1,4
20170216,9,15,63,14.4,1,4
20170216,10,16,55,14.4,1,4
20170216,11,16,59,14.4,2,4
20170216,12,16,59,14.4,1,4
20170216,13,19,52,18.0,1,4
20170216,14,19,52,18.0,1,4
20170216,15,19,49,18.0,1,4
20170216,16,18,52,14.4,1,4
20170216,17,17,55,14.4,1,4
20170216,18,17,59,14.4,1,4
20170216,19,16,72,14.4,1,4
20170216,20,15,77,14.4,1,4
20170216,21,14,82,10.8,1,4
20170216,22,13,88,7.2,1,4
20170216,23,13,88,7.2,1,4
20170217,8,9,87,28.8,1,5
20170217,9,9,87,36.0,1,5
20170217,10,9,87,32.4,1,5
20170217,11,8,87,28.8,1,5
20170217,12,8,81,28.8,1,5
20170217,13,8,76,25.2,1,5
20170217,14,8,71,25.2,1,5
20170217,15,8,66,21.6,1,5
20170217,16,8,62,25.2,1,5
20170217,17,7,66,21.6,1,5
20170217,18,7,61,21.6,1,5
20170217,19,7,61,21.6,1,5
20170217,20,6,66,21.6,1,5
20170217,21,5,76,18.0,2,5
20170217,22,5,81,10.8,2,5
20170217,23,5,76,14.4,1,5
20170218,8,5,76,10.8,1,6
20170218,9,7,66,3.6,1,6
20170218,10,8,62,7.2,1,6
20170218,11,10,54,7.2,1,6
20170218,12,11,50,7.2,1,6
20170218,13,12,41,7.2,1,6
20170218,14,13,38,3.6,1,6
20170218,15,13,38,7.2,1,6
20170218,16,14,36,3.6,1,6
20170218,17,13,38,7.2,1,6
20170218,18,10,62,18.0,1,6
20170218,19,8,71,18.0,1,6
20170218,20,7,76,14.4,1,6
20170218,21,7,76,14.4,1,6
20170218,22,6,81,14.4,1,6
20170218,23,6,81,10.8,1,6
20170219,8,9,71,28.8,1,7
20170219,9,11,67,28.8,1,7
20170219,10,13,58,28.8,1,7
20170219,11,15,55,21.6,1,7
20170219,12,16,52,25.2,1,7
20170219,13,18,49,21.6,1,7
20170219,14,19,46,25.2,1,7
20170219,15,19,43,25.2,1,7
20170219,16,18,45,25.2,1,7
20170219,17,17,52,14.4,1,7
20170219,18,16,59,18.0,1,7
20170219,19,16,59,14.4,1,7
20170219,20,17,59,21.6,1,7
20170219,21,17,59,18.0,1,7
20170219,22,16,63,14.4,1,7
20170219,23,16,68,14.4,2,7
20170220,8,14,77,32.4,1,1
20170220,9,11,82,36.0,1,1
20170220,10,9,82,39.6,1,1
20170220,11,9,71,39.6,1,1
20170220,12,8,71,39.6,1,1
20170220,13,8,62,36.0,1,1
20170220,14,8,57,36.0,1,1
20170220,15,7,57,32.4,1,1
20170220,16,6,61,32.4,1,1
20170220,17,5,61,28.8,1,1
20170220,18,5,61,25.2,1,1
20170220,19,5,61,32.4,1,1
20170220,20,5,61,21.6,1,1
20170220,21,5,57,28.8,1,1
20170220,22,4,61,28.8,1,1
20170220,23,4,61,28.8,1,1
20170221,8,6,61,18.0,1,2
20170221,9,6,66,18.0,1,2
20170221,10,7,61,18.0,1,2
20170221,11,7,66,18.0,1,2
20170221,12,8,62,18.0,1,2
20170221,13,8,66,18.0,1,2
20170221,14,9,62,21.6,1,2
20170221,15,9,66,18.0,1,2
20170221,16,9,66,21.6,1,2
20170221,17,9,71,21.6,1,2
20170221,18,9,71,21.6,1,2
20170221,19,9,76,25.2,1,2
20170221,20,10,71,25.2,1,2
20170221,21,10,76,21.6,1,2
20170221,22,10,76,25.2,1,2
20170221,23,11,76,25.2,1,2
20170222,8,8,87,21.6,1,3
20170222,9,8,87,21.6,1,3
20170222,10,7,87,25.2,1,3
20170222,11,7,81,28.8,1,3
20170222,12,6,93,28.8,2,3
20170222,13,6,87,25.2,2,3
20170222,14,6,87,25.2,2,3
20170222,15,5,93,21.6,2,3
20170222,16,5,87,25.2,2,3
20170222,17,5,87,21.6,2,3
20170222,18,5,87,21.6,1,3
20170222,19,5,87,21.6,1,3
20170222,20,5,87,18.0,1,3
20170222,21,4,87,25.2,2,3
20170222,22,4,87,21.6,1,3
20170222,23,4,81,18.0,1,3
20170223,8,3,81,21.6,1,4
20170223,9,3,81,21.6,1,4
20170223,10,4,75,25.2,1,4
20170223,11,5,76,21.6,1,4
20170223,12,6,70,21.6,1,4
20170223,13,6,66,21.6,1,4
20170223,14,7,57,25.2,1,4
20170223,15,7,53,28.8,1,4
20170223,16,6,53,21.6,1,4
20170223,17,6,53,25.2,1,4
20170223,18,5,61,21.6,1,4
20170223,19,5,57,18.0,1,4
20170223,20,4,61,18.0,1,4
20170223,21,4,65,14.4,1,4
20170223,22,4,65,10.8,1,4
20170223,23,4,65,14.4,1,4
20170224,8,4,65,10.8,1,5
20170224,9,5,65,10.8,1,5
20170224,10,5,61,10.8,1,5
20170224,11,8,53,14.4,1,5
20170224,12,9,40,14.4,1,5
20170224,13,9,34,21.6,1,5
20170224,14,10,35,18.0,1,5
20170224,15,10,35,18.0,1,5
20170224,16,9,40,14.4,1,5
20170224,17,8,43,7.2,1,5
20170224,18,8,40,7.2,1,5
20170224,19,7,46,10.8,1,5
20170224,20,6,61,14.4,1,5
20170224,21,5,65,10.8,1,5
20170224,22,5,70,7.2,1,5
20170224,23,5,70,7.2,1,5
20170225,8,6,70,3.6,1,6
20170225,9,8,62,10.8,1,6
20170225,10,9,50,7.2,1,6
20170225,11,11,41,7.2,1,6
20170225,12,11,33,7.2,1,6
20170225,13,12,33,7.2,1,6
20170225,14,13,29,3.6,1,6
20170225,15,13,33,3.6,1,6
20170225,16,13,31,3.6,1,6
20170225,17,12,30,3.6,1,6
20170225,18,9,54,18.0,1,6
20170225,19,8,53,14.4,1,6
20170225,20,8,53,10.8,1,6
20170225,21,7,57,7.2,1,6
20170225,22,7,61,7.2,1,6
20170225,23,6,70,7.2,1,6
20170226,8,8,76,1.0,4,7
20170226,9,10,58,7.2,4,7
20170226,10,12,44,10.8,4,7
20170226,11,14,38,7.2,4,7
20170226,12,15,36,7.2,4,7
20170226,13,15,31,7.2,4,7
20170226,14,15,31,10.8,4,7
20170226,15,15,29,7.2,4,7
20170226,16,14,31,7.2,4,7
20170226,17,14,31,10.8,4,7
20170226,18,12,35,10.8,4,7
20170226,19,12,35,10.8,4,7
20170226,20,11,44,10.8,4,7
20170226,21,10,43,7.2,1,7
20170226,22,10,54,10.8,1,7
20170226,23,9,62,10.8,5,7
20170227,8,7,81,3.6,1,1
20170227,9,10,37,10.8,1,1
20170227,10,12,28,14.4,1,1
20170227,11,13,26,10.8,1,1
20170227,12,14,29,10.8,1,1
20170227,13,15,25,10.8,1,1
20170227,14,15,25,14.4,1,1
20170227,15,15,23,10.8,1,1
20170227,16,14,23,14.4,1,1
20170227,17,13,26,14.4,1,1
20170227,18,12,28,18.0,1,1
20170227,19,10,40,18.0,1,1
20170227,20,9,46,14.4,1,1
20170227,21,8,43,7.2,1,1
20170227,22,8,46,10.8,1,1
20170227,23,8,50,14.4,1,1
20170228,8,9,76,7.2,1,2
20170228,9,10,66,14.4,1,2
20170228,10,12,51,14.4,1,2
20170228,11,14,41,21.6,1,2
20170228,12,14,41,18.0,1,2
20170228,13,15,39,10.8,1,2
20170228,14,15,34,10.8,1,2
20170228,15,15,39,14.4,1,2
20170228,16,15,39,18.0,1,2
20170228,17,13,44,18.0,1,2
20170228,18,12,44,18.0,1,2
20170228,19,11,54,14.4,1,2
20170228,20,10,62,18.0,1,2
20170228,21,10,66,10.8,1,2
20170228,22,10,66,14.4,1,2
20170228,23,10,71,10.8,1,2
20170301,8,10,76,14.4,1,3
20170301,9,13,63,10.8,1,3
20170301,10,14,55,14.4,1,3
20170301,11,15,51,21.6,1,3
20170301,12,16,45,25.2,1,3
20170301,13,15,45,28.8,1,3
20170301,14,17,37,32.4,1,3
20170301,15,16,39,28.8,1,3
20170301,16,16,39,25.2,1,3
20170301,17,16,39,25.2,1,3
20170301,18,12,58,18.0,1,3
20170301,19,11,58,14.4,1,3
20170301,20,12,54,21.6,1,3
20170301,21,11,50,25.2,1,3
20170301,22,11,50,36.0,1,3
20170301,23,8,71,25.2,1,3
20170302,8,4,61,25.2,1,4
20170302,9,5,57,25.2,1,4
20170302,10,6,53,25.2,1,4
20170302,11,8,40,25.2,1,4
20170302,12,10,26,28.8,1,4
20170302,13,10,26,25.2,1,4
20170302,14,10,28,18.0,1,4
20170302,15,11,28,14.4,1,4
20170302,16,10,26,14.4,1,4
20170302,17,9,30,14.4,1,4
20170302,18,9,27,10.8,1,4
20170302,19,8,37,10.8,1,4
20170302,20,7,39,10.8,1,4
20170302,21,6,42,7.2,1,4
20170302,22,7,39,3.6,1,4
20170302,23,6,53,14.4,1,4
20170303,8,7,66,14.4,1,5
20170303,9,9,50,21.6,1,5
20170303,10,11,41,21.6,1,5
20170303,11,13,36,21.6,1,5
20170303,12,13,36,21.6,1,5
20170303,13,13,36,21.6,1,5
20170303,14,14,31,21.6,1,5
20170303,15,14,33,21.6,1,5
20170303,16,14,31,18.0,1,5
20170303,17,13,38,18.0,1,5
20170303,18,12,44,18.0,1,5
20170303,19,11,50,14.4,1,5
20170303,20,11,54,10.8,1,5
20170303,21,10,62,18.0,1,5
20170303,22,10,66,14.4,1,5
20170303,23,9,71,14.4,1,5
20170304,8,10,76,7.2,1,6
20170304,9,13,63,3.6,1,6
20170304,10,16,48,3.6,1,6
20170304,11,18,40,3.6,1,6
20170304,12,19,32,7.2,1,6
20170304,13,20,30,10.8,1,6
20170304,14,21,25,7.2,1,6
20170304,15,21,27,3.6,1,6
20170304,16,19,40,18.0,1,6
20170304,17,17,42,18.0,1,6
20170304,18,16,45,18.0,1,6
20170304,19,14,48,10.8,1,6
20170304,20,13,54,10.8,1,6
20170304,21,13,58,7.2,1,6
20170304,22,13,58,7.2,1,6
20170304,23,13,58,7.2,1,6
20170305,8,11,94,7.2,4,7
20170305,9,11,94,7.2,1,7
20170305,10,12,88,7.2,1,7
20170305,11,13,67,7.2,5,7
20170305,12,13,63,7.2,1,7
20170305,13,13,58,10.8,1,7
20170305,14,14,55,7.2,1,7
20170305,15,14,51,7.2,1,7
20170305,16,13,63,3.6,1,7
20170305,17,13,67,10.8,1,7
20170305,18,12,77,7.2,1,7
20170305,19,11,82,1.0,1,7
20170305,20,11,82,7.2,1,7
20170305,21,11,82,7.2,1,7
20170305,22,11,82,14.4,1,7
20170305,23,11,82,14.4,1,7
20170306,8,7,61,21.6,1,1
20170306,9,9,50,21.6,1,1
20170306,10,10,47,21.6,1,1
20170306,11,10,37,21.6,1,1
20170306,12,12,35,18.0,1,1
20170306,13,13,33,18.0,1,1
20170306,14,12,30,14.4,1,1
20170306,15,12,26,21.6,1,1
20170306,16,11,28,14.4,1,1
20170306,17,11,28,10.8,1,1
20170306,18,9,34,10.8,1,1
20170306,19,9,34,14.4,1,1
20170306,20,8,50,14.4,1,1
20170306,21,8,43,14.4,1,1
20170306,22,7,46,10.8,1,1
20170306,23,7,49,7.2,1,1
20170307,8,9,54,10.8,1,2
20170307,9,11,44,10.8,1,2
20170307,10,12,41,10.8,1,2
20170307,11,13,36,10.8,1,2
20170307,12,14,31,10.8,1,2
20170307,13,14,29,7.2,1,2
20170307,14,15,29,14.4,1,2
20170307,15,15,31,7.2,1,2
20170307,16,14,33,10.8,1,2
20170307,17,14,27,7.2,1,2
20170307,18,11,58,25.2,1,2
20170307,19,10,66,14.4,1,2
20170307,20,8,76,21.6,1,2
20170307,21,8,71,21.6,1,2
20170307,22,7,71,21.6,1,2
20170307,23,6,76,18.0,1,2
20170308,8,7,71,7.2,1,3
20170308,9,9,62,14.4,1,3
20170308,10,10,58,14.4,1,3
20170308,11,11,50,18.0,1,3
20170308,12,13,41,18.0,1,3
20170308,13,14,36,21.6,1,3
20170308,14,14,38,14.4,1,3
20170308,15,15,29,21.6,1,3
20170308,16,14,29,25.2,1,3
20170308,17,13,25,25.2,1,3
20170308,18,11,30,18.0,1,3
20170308,19,11,33,14.4,1,3
20170308,20,9,37,10.8,1,3
20170308,21,9,54,10.8,1,3
20170308,22,8,66,14.4,1,3
20170308,23,8,62,10.8,1,3
20170309,8,10,76,3.6,4,4
20170309,9,12,41,10.8,1,4
20170309,10,15,31,10.8,1,4
20170309,11,15,34,10.8,1,4
20170309,12,16,27,18.0,1,4
20170309,13,17,27,14.4,1,4
20170309,14,17,26,14.4,1,4
20170309,15,18,22,7.2,1,4
20170309,16,17,26,7.2,1,4
20170309,17,16,25,10.8,1,4
20170309,18,16,25,10.8,1,4
20170309,19,15,27,7.2,1,4
20170309,20,12,51,7.2,1,4
20170309,21,12,58,7.2,1,4
20170309,22,11,58,10.8,1,4
20170309,23,11,58,7.2,1,4
20170310,8,12,72,14.4,1,5
20170310,9,13,72,14.4,1,5
20170310,10,14,67,18.0,1,5
20170310,11,15,63,18.0,1,5
20170310,12,15,63,14.4,1,5
20170310,13,16,55,14.4,1,5
20170310,14,16,55,14.4,1,5
20170310,15,15,59,14.4,1,5
20170310,16,16,55,14.4,1,5
20170310,17,15,63,14.4,1,5
20170310,18,13,63,21.6,1,5
20170310,19,12,67,14.4,1,5
20170310,20,12,72,18.0,1,5
20170310,21,11,82,14.4,1,5
20170310,22,11,82,14.4,1,5
20170310,23,10,82,10.8,1,5
20170311,8,11,82,10.8,1,6
20170311,9,12,77,21.6,1,6
20170311,10,15,59,25.2,1,6
20170311,11,16,55,25.2,1,6
20170311,12,17,42,25.2,1,6
20170311,13,17,34,28.8,1,6
20170311,14,16,31,25.2,1,6
20170311,15,16,36,25.2,1,6
20170311,16,15,39,21.6,1,6
20170311,17,14,44,21.6,1,6
20170311,18,14,48,25.2,1,6
20170311,19,13,54,21.6,1,6
20170311,20,13,58,18.0,1,6
20170311,21,13,58,18.0,1,6
20170311,22,13,63,14.4,1,6
20170311,23,13,63,14.4,1,6
20170312,8,13,82,14.4,1,7
20170312,9,13,82,14.4,1,7
20170312,10,13,82,18.0,1,7
20170312,11,12,94,18.0,2,7
20170312,12,12,94,14.4,2,7
20170312,13,12,94,10.8,2,7
20170312,14,12,94,7.2,2,7
20170312,15,12,94,10.8,2,7
20170312,16,12,94,10.8,2,7
20170312,17,12,94,10.8,2,7
20170312,18,11,94,18.0,2,7
20170312,19,11,94,21.6,2,7
20170312,20,11,94,25.2,2,7
20170312,21,11,94,25.2,2,7
20170312,22,10,87,28.8,2,7
20170312,23,10,87,21.6,2,7
20170313,8,9,93,25.2,2,1
20170313,9,9,87,25.2,2,1
20170313,10,9,87,25.2,3,1
20170313,11,9,87,21.6,2,1
20170313,12,9,87,25.2,2,1
20170313,13,8,87,21.6,2,1
20170313,14,8,87,25.2,2,1
20170313,15,7,81,25.2,2,1
20170313,16,6,87,25.2,2,1
20170313,17,7,81,14.4,1,1
20170313,18,7,87,14.4,2,1
20170313,19,7,81,18.0,2,1
20170313,20,6,87,14.4,2,1
20170313,21,7,87,14.4,2,1
20170313,22,7,81,18.0,1,1
20170313,23,7,81,18.0,1,1
20170314,8,7,71,18.0,1,2
20170314,9,9,62,21.6,1,2
20170314,10,10,58,21.6,1,2
20170314,11,11,50,21.6,1,2
20170314,12,13,47,18.0,1,2
20170314,13,13,44,21.6,1,2
20170314,14,13,41,25.2,1,2
20170314,15,13,41,28.8,1,2
20170314,16,13,36,25.2,1,2
20170314,17,11,41,28.8,1,2
20170314,18,9,43,21.6,1,2
20170314,19,9,43,7.2,1,2
20170314,20,8,53,14.4,1,2
20170314,21,7,57,14.4,1,2
20170314,22,6,66,7.2,1,2
20170314,23,5,76,7.2,1,2
20170315,8,9,62,3.6,1,3
20170315,9,11,47,3.6,1,3
20170315,10,12,28,14.4,1,3
20170315,11,13,25,21.6,1,3
20170315,12,14,27,14.4,1,3
20170315,13,14,27,14.4,1,3
20170315,14,14,29,10.8,1,3
20170315,15,14,29,10.8,1,3
20170315,16,14,31,14.4,1,3
20170315,17,13,36,14.4,1,3
20170315,18,12,41,18.0,1,3
20170315,19,10,43,18.0,1,3
20170315,20,10,62,18.0,1,3
20170315,21,9,66,21.6,1,3
20170315,22,9,58,18.0,1,3
20170315,23,9,58,18.0,1,3
20170316,8,9,66,3.6,1,4
20170316,9,11,62,7.2,1,4
20170316,10,11,54,7.2,1,4
20170316,11,13,47,10.8,1,4
20170316,12,13,51,7.2,1,4
20170316,13,13,51,10.8,1,4
20170316,14,12,51,7.2,1,4
20170316,15,12,54,10.8,1,4
20170316,16,12,54,10.8,1,4
20170316,17,11,58,10.8,1,4
20170316,18,11,62,10.8,1,4
20170316,19,11,58,14.4,1,4
20170316,20,10,66,14.4,1,4
20170316,21,9,66,10.8,1,4
20170316,22,9,66,10.8,1,4
20170316,23,8,71,7.2,1,4
20170317,8,10,62,14.4,1,5
20170317,9,11,58,14.4,1,5
20170317,10,12,47,10.8,1,5
20170317,11,13,44,10.8,1,5
20170317,12,13,47,14.4,1,5
20170317,13,14,41,18.0,1,5
20170317,14,14,38,14.4,1,5
20170317,15,14,38,14.4,1,5
20170317,16,13,51,18.0,1,5
20170317,17,12,54,14.4,1,5
20170317,18,11,58,18.0,1,5
20170317,19,10,66,21.6,1,5
20170317,20,10,71,14.4,1,5
20170317,21,10,71,10.8,1,5
20170317,22,10,71,14.4,1,5
20170317,23,10,71,18.0,1,5
20170318,8,12,72,14.4,1,6
20170318,9,12,72,14.4,1,6
20170318,10,12,67,10.8,1,6
20170318,11,12,67,10.8,1,6
20170318,12,13,63,7.2,1,6
20170318,13,13,63,10.8,1,6
20170318,14,13,58,10.8,1,6
20170318,15,13,54,14.4,1,6
20170318,16,13,51,14.4,1,6
20170318,17,13,44,14.4,1,6
20170318,18,12,38,14.4,1,6
20170318,19,12,51,10.8,1,6
20170318,20,12,67,10.8,1,6
20170318,21,12,72,14.4,1,6
20170318,22,12,72,10.8,1,6
20170318,23,11,82,18.0,1,6
20170319,8,12,77,14.4,1,7
20170319,9,12,72,18.0,1,7
20170319,10,13,63,14.4,1,7
20170319,11,13,58,10.8,1,7
20170319,12,11,76,10.8,2,7
20170319,13,11,82,10.8,3,7
20170319,14,10,82,14.4,2,7
20170319,15,10,87,10.8,2,7
20170319,16,10,87,18.0,2,7
20170319,17,10,87,10.8,1,7
20170319,18,10,82,10.8,1,7
20170319,19,11,76,10.8,1,7
20170319,20,11,82,18.0,1,7
20170319,21,11,82,14.4,1,7
20170319,22,11,82,10.8,1,7
20170319,23,12,82,14.4,1,7
20170320,8,11,100,10.8,1,1
20170320,9,12,94,1.0,1,1
20170320,10,12,94,3.6,2,1
20170320,11,12,94,7.2,2,1
20170320,12,12,100,7.2,2,1
20170320,13,12,100,7.2,2,1
20170320,14,12,94,18.0,1,1
20170320,15,13,88,18.0,1,1
20170320,16,12,94,21.6,1,1
20170320,17,11,100,21.6,2,1
20170320,18,11,94,21.6,2,1
20170320,19,11,94,21.6,2,1
20170320,20,11,94,21.6,2,1
20170320,21,10,100,14.4,2,1
20170320,22,10,94,14.4,1,1
20170320,23,10,94,14.4,2,1
20170321,8,10,82,21.6,1,2
20170321,9,12,77,18.0,1,2
20170321,10,13,72,18.0,1,2
20170321,11,14,63,21.6,1,2
20170321,12,15,59,18.0,1,2
20170321,13,16,52,18.0,1,2
20170321,14,16,52,18.0,1,2
20170321,15,16,48,18.0,1,2
20170321,16,15,55,21.6,1,2
20170321,17,13,63,21.6,1,2
20170321,18,12,58,21.6,1,2
20170321,19,11,54,21.6,1,2
20170321,20,11,58,18.0,1,2
20170321,21,10,66,18.0,1,2
20170321,22,9,62,18.0,1,2
20170321,23,9,62,10.8,1,2
20170322,8,9,76,14.4,2,3
20170322,9,9,82,10.8,2,3
20170322,10,9,82,14.4,2,3
20170322,11,9,82,18.0,2,3
20170322,12,9,87,10.8,2,3
20170322,13,10,76,18.0,2,3
20170322,14,9,82,21.6,2,3
20170322,15,9,82,18.0,2,3
20170322,16,9,82,18.0,2,3
20170322,17,8,87,18.0,2,3
20170322,18,8,93,18.0,2,3
20170322,19,8,87,18.0,2,3
20170322,20,8,87,14.4,1,3
20170322,21,8,87,14.4,2,3
20170322,22,8,93,10.8,2,3
20170322,23,8,93,10.8,2,3
20170323,8,9,93,10.8,1,4
20170323,9,9,93,10.8,1,4
20170323,10,10,87,14.4,1,4
20170323,11,10,87,10.8,1,4
20170323,12,11,82,14.4,1,4
20170323,13,11,82,14.4,1,4
20170323,14,11,76,14.4,1,4
20170323,15,11,82,14.4,1,4
20170323,16,11,76,10.8,1,4
20170323,17,10,82,18.0,1,4
20170323,18,10,82,18.0,1,4
20170323,19,10,76,14.4,1,4
20170323,20,9,82,10.8,1,4
20170323,21,9,82,10.8,1,4
20170323,22,9,82,10.8,1,4
20170323,23,9,82,7.2,1,4
20170324,8,10,76,7.2,1,5
20170324,9,10,76,10.8,1,5
20170324,10,12,72,14.4,1,5
20170324,11,12,67,10.8,1,5
20170324,12,12,67,14.4,1,5
20170324,13,12,62,10.8,1,5
20170324,14,12,67,10.8,1,5
20170324,15,12,67,10.8,1,5
20170324,16,11,71,10.8,1,5
20170324,17,10,82,10.8,2,5
20170324,18,9,87,10.8,2,5
20170324,19,9,93,7.2,2,5
20170324,20,8,87,14.4,2,5
20170324,21,8,81,14.4,2,5
20170324,22,7,87,10.8,2,5
20170324,23,7,81,7.2,1,5
20170325,8,10,82,14.4,4,6
20170325,9,11,71,14.4,1,6
20170325,10,13,63,18.0,5,6
20170325,11,12,62,25.2,1,6
20170325,12,13,67,18.0,1,6
20170325,13,14,59,18.0,1,6
20170325,14,16,45,21.6,1,6
20170325,15,16,45,21.6,1,6
20170325,16,15,51,21.6,1,6
20170325,17,14,55,18.0,1,6
20170325,18,13,58,14.4,1,6
20170325,19,13,63,10.8,1,6
20170325,20,12,67,10.8,1,6
20170325,21,12,67,10.8,5,6
20170325,22,11,71,10.8,5,6
20170325,23,11,71,10.8,5,6
20170326,8,11,76,10.8,4,7
20170326,9,14,55,14.4,5,7
20170326,10,15,48,14.4,5,7
20170326,11,16,45,21.6,5,7
20170326,12,17,39,28.8,5,7
20170326,13,17,37,21.6,1,7
20170326,14,18,34,21.6,1,7
20170326,15,17,37,21.6,1,7
20170326,16,18,34,18.0,1,7
20170326,17,18,32,25.2,1,7
20170326,18,17,30,28.8,1,7
20170326,19,17,30,28.8,1,7
20170326,20,15,36,14.4,1,7
20170326,21,14,41,14.4,1,7
20170326,22,13,44,14.4,1,7
20170326,23,11,50,10.8,1,7
